ticket_id,account_id,subject,category,status,priority,created_at,resolved_at,csat_score
1350,302,Can her industry artist.,technical,closed,high,2026-05-17 22:47:43,2026-05-18 00:47:43,3.0
1351,49,Up politics quite help.,onboarding,in_progress,high,2026-05-17 22:42:45,,
1352,407,According leave particularly range population leg.,billing,closed,medium,2026-05-17 22:58:17,2026-05-18 16:58:17,4.0
1353,340,Different thought field pressure detail act same race.,technical,in_progress,high,2026-05-17 22:39:40,,
1354,247,Whether good political agreement.,feature_request,open,critical,2026-05-17 22:50:29,,
1355,409,Real close bring plan state serve.,billing,resolved,critical,2026-05-17 22:49:48,2026-05-18 01:49:48,4.0
1356,478,Eight least western everyone plant.,feature_request,closed,low,2026-05-17 22:53:08,2026-05-24 15:53:08,4.0
1357,135,Wrong bit risk performance project be.,onboarding,resolved,low,2026-05-17 22:59:29,2026-05-21 07:59:29,4.0
1358,84,Only fine team west concern agency box.,technical,resolved,medium,2026-05-17 23:02:21,2026-05-18 10:02:21,4.0
1359,174,Prevent camera central rich medical.,billing,in_progress,medium,2026-05-17 22:40:29,,
1360,406,Push four series party raise stop picture.,billing,resolved,medium,2026-05-17 22:40:42,2026-05-18 22:40:42,2.0
1361,43,Live before sea design last.,billing,closed,critical,2026-05-17 22:42:52,2026-05-18 03:42:52,3.0
1362,135,Each protect understand win.,billing,resolved,high,2026-05-17 22:55:45,2026-05-18 00:55:45,5.0
1363,109,Single source program imagine job all arm develop.,billing,resolved,high,2026-05-17 22:50:27,2026-05-18 06:50:27,1.0
1364,162,Condition pull enjoy learn teacher rock.,feature_request,open,high,2026-05-17 22:57:27,,
1365,176,Far just approach road term.,feature_request,resolved,high,2026-05-17 22:53:57,2026-05-18 05:53:57,4.0
1366,204,Parent majority respond manage old.,billing,resolved,low,2026-05-17 22:49:18,2026-05-21 05:49:18,1.0
1367,109,South effect hit common air then require.,billing,closed,critical,2026-05-17 22:58:50,2026-05-18 04:58:50,5.0
1368,365,Camera ago appear company without yourself argue.,billing,open,low,2026-05-17 22:53:55,,
1369,484,Herself final form spend morning say.,feature_request,resolved,medium,2026-05-17 23:01:29,2026-05-20 18:01:29,2.0
1370,55,Talk space us traditional per force.,billing,closed,high,2026-05-17 22:56:26,2026-05-18 19:56:26,3.0
1371,74,Indeed because sit report adult into during.,onboarding,resolved,high,2026-05-17 22:56:41,2026-05-18 05:56:41,5.0
1372,51,Range girl finally team since finish.,feature_request,resolved,medium,2026-05-17 22:57:49,2026-05-20 12:57:49,4.0
1373,96,Life act bit generation relationship firm.,onboarding,open,high,2026-05-17 22:48:51,,
1374,314,Somebody reveal while level bed nor amount reach.,onboarding,in_progress,low,2026-05-17 22:50:04,,
1375,259,Sense maintain by might new tend instead same.,onboarding,in_progress,medium,2026-05-17 22:56:36,,
1376,466,Focus week participant no later speech.,technical,resolved,low,2026-05-17 22:55:17,2026-05-23 12:55:17,3.0
1377,492,Thing force deep decide pressure.,technical,resolved,high,2026-05-17 22:58:45,2026-05-18 09:58:45,2.0
1378,192,Beat ground this attorney.,onboarding,resolved,medium,2026-05-17 23:01:49,2026-05-19 08:01:49,3.0
1379,297,Task station yourself after drop music decide ten.,onboarding,resolved,critical,2026-05-17 22:59:23,2026-05-18 04:59:23,4.0
1380,134,Rather father fund thousand right.,onboarding,in_progress,high,2026-05-17 22:43:45,,
1381,307,Challenge way detail brother.,technical,closed,high,2026-05-17 23:02:04,2026-05-18 04:02:04,3.0
1382,5,Democrat as according tax others side.,feature_request,open,medium,2026-05-17 23:02:12,,
1383,412,Special deal politics.,onboarding,resolved,medium,2026-05-17 22:47:07,2026-05-18 20:47:07,5.0
1384,419,Nation yourself somebody military.,technical,resolved,high,2026-05-17 22:58:50,2026-05-18 03:58:50,3.0
1385,121,Every ability oil church then some book several.,onboarding,in_progress,low,2026-05-17 22:39:39,,
1386,99,Develop seat something step apply these light.,technical,resolved,critical,2026-05-17 22:41:20,2026-05-18 03:41:20,1.0
1387,355,Management into she know age generation.,technical,closed,high,2026-05-17 22:55:22,2026-05-18 15:55:22,3.0
1388,215,Consider into news far look same.,technical,in_progress,medium,2026-05-17 22:45:23,,
1389,187,Wait least toward building cultural vote.,onboarding,resolved,low,2026-05-17 23:01:09,2026-05-23 13:01:09,4.0
1390,15,Sort explain may state near attention mouth.,technical,resolved,low,2026-05-17 22:53:50,2026-05-23 13:53:50,5.0
1391,478,Rule seek pull.,onboarding,open,low,2026-05-17 22:51:37,,
1392,386,Themselves current law because power.,feature_request,closed,high,2026-05-17 22:40:14,2026-05-18 00:40:14,4.0
1393,88,Star include reflect.,feature_request,closed,high,2026-05-17 22:42:27,2026-05-18 07:42:27,3.0
1394,449,Order key why appear cold development.,onboarding,resolved,critical,2026-05-17 22:47:57,2026-05-17 23:47:57,5.0
1395,370,Money wait goal threat suggest.,billing,in_progress,critical,2026-05-17 23:00:06,,
1396,284,Letter yes quality smile five training determine clear.,billing,closed,low,2026-05-17 22:56:03,2026-05-22 21:56:03,3.0
1397,474,Hear walk place.,technical,closed,low,2026-05-17 22:39:27,2026-05-20 11:39:27,4.0
1398,458,Happen start may industry alone kitchen without look.,billing,resolved,medium,2026-05-17 22:51:12,2026-05-19 02:51:12,4.0
1399,239,Surface arm appear poor American.,billing,closed,medium,2026-05-17 22:49:44,2026-05-18 22:49:44,5.0
1400,79,Reduce improve production.,technical,closed,medium,2026-05-17 23:01:33,2026-05-20 02:01:33,4.0
1401,248,Experience cold peace bar always perhaps whether.,technical,resolved,high,2026-05-17 22:54:33,2026-05-18 09:54:33,4.0
1402,212,Fire close beat understand within never energy.,billing,resolved,low,2026-05-17 22:53:19,2026-05-19 01:53:19,4.0
1403,472,Else assume eye without police hear.,onboarding,resolved,high,2026-05-17 23:00:53,2026-05-18 01:00:53,5.0
1404,347,Town audience believe so practice machine why.,onboarding,closed,critical,2026-05-17 22:50:01,2026-05-18 06:50:01,4.0
1405,140,Describe positive rest more commercial seek whole.,technical,resolved,medium,2026-05-17 22:46:17,2026-05-20 08:46:17,3.0
1406,94,Threat film message affect window visit.,feature_request,closed,high,2026-05-17 22:56:20,2026-05-18 07:56:20,4.0
1407,428,Often will stock project pretty fear scientist.,onboarding,resolved,critical,2026-05-17 22:56:24,2026-05-18 01:56:24,4.0
1408,372,Tv number memory security.,onboarding,resolved,low,2026-05-17 22:59:05,2026-05-23 06:59:05,4.0
1409,349,Argue whether response thing tonight.,feature_request,resolved,medium,2026-05-17 22:45:01,2026-05-19 03:45:01,4.0
1410,400,Speak pretty few benefit.,technical,resolved,medium,2026-05-17 22:50:20,2026-05-19 20:50:20,1.0
1411,2,Kind sing article statement.,onboarding,resolved,low,2026-05-17 22:55:24,2026-05-21 15:55:24,4.0
1412,202,Direction become however run.,feature_request,in_progress,low,2026-05-17 22:49:29,,
1413,226,Few dog house strategy study.,technical,open,medium,2026-05-17 22:40:31,,
1414,404,Miss under place could wall blue.,feature_request,resolved,high,2026-05-17 22:43:06,2026-05-18 16:43:06,4.0
1415,118,Television feel baby front wish cup book.,billing,closed,critical,2026-05-17 22:53:20,2026-05-18 03:53:20,4.0
1416,368,Development have budget product major back eight important.,technical,resolved,high,2026-05-17 22:49:55,2026-05-18 04:49:55,5.0
1417,301,Board recently call better current.,feature_request,resolved,low,2026-05-17 22:41:52,2026-05-20 23:41:52,3.0
1418,293,Just hope picture very.,billing,in_progress,medium,2026-05-17 22:43:05,,
1419,142,Plan outside technology perhaps practice way perform.,technical,resolved,medium,2026-05-17 22:59:01,2026-05-20 03:59:01,5.0
1420,226,Leg political mention small industry poor summer.,feature_request,resolved,low,2026-05-17 22:41:10,2026-05-22 21:41:10,1.0
1421,33,Image high energy worker shake.,technical,resolved,low,2026-05-17 22:47:04,2026-05-22 14:47:04,3.0
1422,3,Seat necessary force affect interview deep.,onboarding,closed,low,2026-05-17 22:52:06,2026-05-19 10:52:06,5.0
1423,212,Rule already idea.,billing,resolved,critical,2026-05-17 22:43:33,2026-05-18 01:43:33,5.0
1424,385,Ground character everyone.,technical,resolved,medium,2026-05-17 22:43:28,2026-05-20 09:43:28,3.0
1425,20,Floor show during build improve by.,feature_request,resolved,low,2026-05-17 22:59:54,2026-05-23 16:59:54,5.0
1426,215,Century front increase range describe report north.,feature_request,resolved,low,2026-05-17 23:01:01,2026-05-23 04:01:01,4.0
1427,37,Black figure physical.,onboarding,resolved,medium,2026-05-17 22:54:45,2026-05-20 01:54:45,4.0
1428,388,Picture eye and.,onboarding,resolved,critical,2026-05-17 22:42:00,2026-05-18 02:42:00,2.0
1429,130,General talk management same describe indeed air.,onboarding,resolved,high,2026-05-17 22:56:22,2026-05-18 21:56:22,5.0
1430,352,Technology employee whole discussion someone hold.,technical,closed,low,2026-05-17 22:45:56,2026-05-19 08:45:56,4.0
1431,412,Whatever when imagine.,feature_request,closed,low,2026-05-17 22:41:33,2026-05-19 18:41:33,4.0
1432,141,Seat father personal moment edge sure reduce.,billing,in_progress,medium,2026-05-17 22:56:44,,
1433,175,Kitchen stop must area more.,feature_request,resolved,low,2026-05-17 22:51:01,2026-05-22 11:51:01,5.0
1434,45,Group building arrive adult play.,billing,resolved,medium,2026-05-17 23:00:22,2026-05-19 16:00:22,4.0
1435,102,Throw hundred property young indicate.,feature_request,resolved,low,2026-05-17 22:41:24,2026-05-24 22:41:24,4.0
1436,415,Hard free draw who here similar sing.,onboarding,in_progress,medium,2026-05-17 22:52:23,,
1437,254,Early investment eight purpose knowledge son.,feature_request,resolved,low,2026-05-17 22:59:20,2026-05-24 12:59:20,4.0
1438,287,Chance security player.,feature_request,resolved,medium,2026-05-17 22:54:20,2026-05-20 19:54:20,5.0
1439,227,Respond group choice green anyone matter.,billing,resolved,low,2026-05-17 22:53:20,2026-05-24 16:53:20,4.0
1440,231,Family magazine leg eight.,onboarding,closed,low,2026-05-17 22:51:47,2026-05-23 13:51:47,1.0
1441,500,Entire inside family number land along.,technical,resolved,medium,2026-05-17 22:45:19,2026-05-18 15:45:19,4.0
1442,218,Us sing itself.,onboarding,closed,medium,2026-05-17 22:52:41,2026-05-19 13:52:41,1.0
1443,309,Expect ready wish science.,technical,closed,medium,2026-05-17 23:02:45,2026-05-18 19:02:45,3.0
1444,340,Respond baby draw record put eye.,technical,closed,low,2026-05-17 22:46:23,2026-05-19 22:46:23,4.0
1445,122,Policy service lose nothing we off anything.,feature_request,in_progress,low,2026-05-17 22:39:48,,
1446,258,Moment young never tax.,technical,resolved,high,2026-05-17 22:50:22,2026-05-18 11:50:22,4.0
1447,82,American people mother lot range.,billing,resolved,medium,2026-05-17 22:55:01,2026-05-18 11:55:01,5.0
1448,373,Clearly view this fast condition short tonight.,onboarding,resolved,medium,2026-05-17 22:48:43,2026-05-18 18:48:43,3.0
1449,2,Fill remain major civil here quite.,feature_request,open,high,2026-05-17 22:57:38,,
1450,462,Character table account yourself heavy ahead.,feature_request,resolved,low,2026-05-17 22:59:07,2026-05-21 12:59:07,5.0
1451,432,Democrat side child himself.,onboarding,resolved,critical,2026-05-17 22:39:46,2026-05-18 05:39:46,5.0
1452,100,Interview her deal protect board increase role.,billing,closed,medium,2026-05-17 22:39:52,2026-05-20 21:39:52,4.0
1453,247,Design tonight he reveal.,feature_request,resolved,medium,2026-05-17 22:54:12,2026-05-20 00:54:12,5.0
1454,174,Later test bag word third one school.,onboarding,closed,low,2026-05-17 22:49:43,2026-05-22 19:49:43,4.0
1455,11,Ok bad site attention day meet to.,billing,open,medium,2026-05-17 22:50:32,,
1456,331,Reflect enjoy sign arrive resource again great.,onboarding,resolved,medium,2026-05-17 22:47:23,2026-05-19 11:47:23,1.0
1457,383,Official leader else source box.,billing,in_progress,high,2026-05-17 22:48:02,,
1458,182,Point each girl lay.,onboarding,resolved,medium,2026-05-17 22:40:59,2026-05-20 08:40:59,3.0
1459,431,Rest even office group main thank wish.,onboarding,resolved,high,2026-05-17 22:50:33,2026-05-18 00:50:33,3.0
1460,283,Work water age remember natural how.,onboarding,resolved,medium,2026-05-17 22:59:41,2026-05-18 11:59:41,1.0
1461,127,Best something man nature fly land.,billing,in_progress,medium,2026-05-17 22:57:10,,
1462,238,International pull war.,feature_request,resolved,high,2026-05-17 22:53:04,2026-05-18 17:53:04,5.0
1463,195,Thousand someone performance likely yeah series what child.,technical,resolved,low,2026-05-17 22:59:55,2026-05-23 22:59:55,4.0
1464,267,Look wall mission card.,technical,open,medium,2026-05-17 22:53:46,,
1465,304,Science street dark politics man fine alone.,onboarding,open,medium,2026-05-17 22:59:43,,
1466,305,Spend that could scene stop year.,technical,resolved,medium,2026-05-17 22:53:43,2026-05-20 12:53:43,5.0
1467,58,Remember indicate feel newspaper cost nation night.,technical,open,critical,2026-05-17 22:43:15,,
1468,175,Offer modern significant.,onboarding,closed,low,2026-05-17 22:47:57,2026-05-23 17:47:57,2.0
1469,279,Run food plan situation.,onboarding,resolved,low,2026-05-17 22:39:21,2026-05-19 14:39:21,4.0
1470,45,Product change wish us.,technical,open,medium,2026-05-17 22:49:05,,
1471,87,Nor side personal present.,feature_request,resolved,low,2026-05-17 22:49:11,2026-05-22 02:49:11,5.0
1472,64,Go long us let the direction attorney.,billing,resolved,high,2026-05-17 22:51:13,2026-05-18 03:51:13,4.0
1473,23,Exist pass exist front attention from man.,technical,resolved,medium,2026-05-17 22:55:21,2026-05-20 03:55:21,5.0
1474,11,Body fish computer wide.,onboarding,closed,medium,2026-05-17 22:47:15,2026-05-18 07:47:15,4.0
1475,482,Himself write break last policy.,technical,in_progress,low,2026-05-17 22:49:49,,
1476,242,Although about identify.,billing,resolved,critical,2026-05-17 22:49:28,2026-05-18 01:49:28,5.0
1477,308,Wrong nearly score debate behind forward building more.,billing,closed,medium,2026-05-17 22:43:08,2026-05-19 01:43:08,4.0
1478,204,These arm and respond lead wide.,feature_request,resolved,medium,2026-05-17 23:00:36,2026-05-20 19:00:36,4.0
1479,496,Leg so child cell card with tax.,billing,closed,medium,2026-05-17 22:58:54,2026-05-18 07:58:54,3.0
1480,381,Yard whose hot top back.,billing,in_progress,high,2026-05-17 22:57:10,,
1481,411,Never push actually laugh standard.,billing,resolved,low,2026-05-17 22:47:28,2026-05-22 01:47:28,5.0
1482,141,Occur decide ability bed travel machine risk.,feature_request,closed,low,2026-05-17 22:47:03,2026-05-21 12:47:03,5.0
1483,204,Claim plan away development information.,technical,open,medium,2026-05-17 22:49:38,,
1484,95,Carry him pattern four white group majority.,billing,resolved,high,2026-05-17 22:44:08,2026-05-18 12:44:08,3.0
1485,340,Box scene even fall economy entire stay.,onboarding,resolved,critical,2026-05-17 22:56:45,2026-05-18 02:56:45,4.0
1486,20,However car their glass other least himself piece.,technical,resolved,high,2026-05-17 22:58:20,2026-05-18 07:58:20,4.0
1487,304,Fire white peace environmental letter.,onboarding,resolved,medium,2026-05-17 22:54:37,2026-05-19 06:54:37,5.0
1488,6,Song rather go democratic whole develop its word.,billing,resolved,high,2026-05-17 22:40:52,2026-05-18 15:40:52,5.0
1489,88,Big pretty behavior idea some under.,billing,open,medium,2026-05-17 22:58:21,,
1490,394,Evidence information discover chair half this wall.,technical,resolved,medium,2026-05-17 22:58:32,2026-05-18 17:58:32,5.0
1491,223,Town charge meet various far leader.,feature_request,in_progress,low,2026-05-17 22:57:34,,
1492,482,After Mr you loss.,onboarding,closed,low,2026-05-17 22:55:57,2026-05-22 03:55:57,4.0
1493,401,Kitchen nation major pick.,technical,in_progress,low,2026-05-17 22:47:01,,
1494,337,Card seem forward capital mouth ten others.,onboarding,resolved,medium,2026-05-17 23:02:59,2026-05-18 16:02:59,4.0
1495,448,Large cup mouth lot.,onboarding,resolved,high,2026-05-17 22:57:03,2026-05-18 16:57:03,4.0
1496,377,Economy somebody drop president.,technical,resolved,high,2026-05-17 22:47:33,2026-05-18 01:47:33,4.0
1497,274,Two pressure example enter popular for head.,technical,closed,high,2026-05-17 22:58:39,2026-05-18 16:58:39,4.0
1498,416,Follow study future teach start recent beat.,onboarding,resolved,medium,2026-05-17 22:58:52,2026-05-18 11:58:52,5.0
1499,304,Food long others plant.,onboarding,closed,low,2026-05-17 22:55:04,2026-05-21 01:55:04,4.0
1500,274,Rest through movement low social relationship along.,onboarding,resolved,high,2026-05-17 22:40:56,2026-05-18 11:40:56,3.0
1501,108,Every difference management wife place any Republican.,onboarding,closed,low,2026-05-17 22:47:46,2026-05-18 23:47:46,1.0
1502,101,Often have add relationship learn democratic dinner large.,feature_request,in_progress,medium,2026-05-17 22:40:34,,
1503,500,Still out play image.,technical,closed,medium,2026-05-17 22:49:45,2026-05-18 13:49:45,4.0
1504,298,Structure three responsibility similar off.,technical,in_progress,critical,2026-05-17 22:54:24,,
1505,26,Analysis go themselves.,onboarding,resolved,high,2026-05-17 22:59:57,2026-05-18 20:59:57,5.0
1506,186,Process who small better plan what eight.,feature_request,resolved,medium,2026-05-17 22:50:14,2026-05-20 05:50:14,4.0
1507,175,Say here dark could age detail.,onboarding,in_progress,low,2026-05-17 22:51:14,,
1508,492,Policy test allow couple everyone parent.,billing,resolved,low,2026-05-17 22:42:58,2026-05-19 07:42:58,5.0
1509,339,Room order let language.,feature_request,resolved,high,2026-05-17 22:47:48,2026-05-18 06:47:48,4.0
1510,144,Face sort form surface.,technical,resolved,high,2026-05-17 22:57:20,2026-05-18 03:57:20,4.0
1511,370,State side environmental where including recently.,feature_request,resolved,low,2026-05-17 22:49:25,2026-05-22 04:49:25,5.0
1512,481,Agreement air teacher we fund carry white civil.,feature_request,resolved,medium,2026-05-17 22:48:33,2026-05-19 00:48:33,5.0
1513,410,Will most hope million event marriage garden need.,feature_request,closed,low,2026-05-17 23:01:32,2026-05-20 01:01:32,5.0
1514,1,Within design successful morning whatever until.,technical,closed,high,2026-05-17 22:55:46,2026-05-18 08:55:46,2.0
1515,257,Point structure thing rate.,billing,resolved,low,2026-05-17 22:52:51,2026-05-19 18:52:51,2.0
1516,215,Step why value eight.,technical,in_progress,low,2026-05-17 22:40:17,,
1517,250,Appear factor eat role.,technical,open,medium,2026-05-17 22:50:04,,
1518,23,Positive office little color he short here.,onboarding,resolved,medium,2026-05-17 22:46:37,2026-05-18 22:46:37,5.0
1519,319,Sing process benefit church.,technical,resolved,low,2026-05-17 22:54:50,2026-05-20 06:54:50,4.0
1520,437,Purpose important pretty blue itself number listen than.,onboarding,in_progress,low,2026-05-17 22:54:35,,
1521,150,Those sure school reduce morning response.,feature_request,resolved,medium,2026-05-17 22:39:41,2026-05-19 23:39:41,5.0
1522,143,Around range material son power me use.,billing,resolved,high,2026-05-17 22:40:48,2026-05-18 22:40:48,3.0
1523,449,Time exactly present like treat process.,billing,open,medium,2026-05-17 22:55:45,,
1524,60,Return trip test too see.,billing,resolved,critical,2026-05-17 23:00:58,2026-05-18 03:00:58,4.0
1525,253,Full director kitchen million.,onboarding,resolved,high,2026-05-17 22:58:50,2026-05-18 01:58:50,3.0
1526,274,Expert help soldier space.,technical,resolved,low,2026-05-17 22:52:53,2026-05-19 05:52:53,5.0
1527,154,Writer how everyone card program.,onboarding,open,low,2026-05-17 22:54:15,,
1528,199,Thank start game type big firm husband.,onboarding,resolved,medium,2026-05-17 22:43:49,2026-05-18 13:43:49,5.0
1529,455,Lot bring generation fine population never past.,technical,resolved,high,2026-05-17 22:49:19,2026-05-18 07:49:19,5.0
1530,215,Right system box reflect.,technical,resolved,medium,2026-05-17 22:45:42,2026-05-20 00:45:42,4.0
1531,137,Manage long owner that agreement feeling.,billing,resolved,medium,2026-05-17 23:02:48,2026-05-19 05:02:48,4.0
1532,302,Dark not cut.,feature_request,in_progress,low,2026-05-17 22:47:50,,
1533,60,Present glass current tonight center market week.,technical,closed,medium,2026-05-17 22:45:31,2026-05-20 01:45:31,4.0
1534,366,Movement common serious economy science their economic news.,onboarding,resolved,medium,2026-05-17 22:41:44,2026-05-20 00:41:44,5.0
1535,73,Admit interview start land.,feature_request,open,medium,2026-05-17 22:48:06,,
1536,114,Travel statement environment financial nature into.,technical,resolved,medium,2026-05-17 22:57:01,2026-05-18 19:57:01,2.0
1537,307,Safe rock speech early.,onboarding,closed,medium,2026-05-17 23:01:27,2026-05-20 02:01:27,5.0
1538,293,Bad company it teach radio yard.,billing,in_progress,high,2026-05-17 22:42:10,,
1539,172,Apply official but mission court.,billing,closed,high,2026-05-17 23:03:11,2026-05-18 07:03:11,1.0
1540,405,Public start citizen window western need.,onboarding,in_progress,low,2026-05-17 22:48:25,,
1541,298,Deal across six spend rate buy there alone.,onboarding,resolved,high,2026-05-17 22:42:44,2026-05-18 01:42:44,5.0
1542,244,Almost position grow account couple large tell.,billing,resolved,low,2026-05-17 22:57:03,2026-05-19 01:57:03,3.0
1543,476,Real table recognize between law try project.,onboarding,resolved,high,2026-05-17 22:40:59,2026-05-18 21:40:59,2.0
1544,289,Campaign political nice I decide.,billing,resolved,high,2026-05-17 22:50:42,2026-05-18 08:50:42,4.0
1545,172,Myself face unit drug political smile.,feature_request,resolved,high,2026-05-17 22:59:42,2026-05-18 01:59:42,3.0
1546,3,Old majority throw whole.,onboarding,resolved,low,2026-05-17 22:42:28,2026-05-24 08:42:28,3.0
1547,207,Why tax remember move wait anything interview.,billing,open,critical,2026-05-17 23:02:02,,
1548,318,Identify stop base open.,onboarding,resolved,medium,2026-05-17 22:42:02,2026-05-19 01:42:02,1.0
1549,429,Call structure particularly international hard.,feature_request,resolved,high,2026-05-17 22:47:16,2026-05-18 04:47:16,4.0
1550,293,Down effort new more establish military.,feature_request,in_progress,medium,2026-05-17 22:59:39,,
1551,492,Great boy whom reduce.,billing,closed,medium,2026-05-17 22:40:40,2026-05-19 19:40:40,3.0
1552,425,Guess consider effort.,billing,resolved,critical,2026-05-17 22:45:05,2026-05-18 05:45:05,5.0
1553,102,All take culture popular.,feature_request,closed,low,2026-05-17 23:03:11,2026-05-23 01:03:11,5.0
1554,463,Town result ball carry stuff develop beyond no.,feature_request,open,high,2026-05-17 23:01:43,,
1555,75,Fish hold quite high guy step various.,billing,resolved,medium,2026-05-17 22:58:25,2026-05-20 16:58:25,4.0
1556,360,Appear concern up present.,onboarding,open,medium,2026-05-17 23:00:05,,
1557,49,Shoulder group always rest tax speech score.,technical,resolved,medium,2026-05-17 22:47:10,2026-05-19 09:47:10,5.0
1558,460,Social possible several tax.,onboarding,open,low,2026-05-17 22:57:24,,
1559,160,Less condition ok operation through.,feature_request,open,low,2026-05-17 23:01:33,,
1560,480,Response thing weight need attack what.,onboarding,resolved,medium,2026-05-17 23:01:04,2026-05-19 15:01:04,3.0
1561,75,Run edge than about stay ask foreign.,billing,resolved,low,2026-05-17 23:00:18,2026-05-22 04:00:18,4.0
1562,453,Cost wrong buy wish space price.,technical,resolved,high,2026-05-17 23:02:14,2026-05-18 23:02:14,5.0
1563,44,Step land explain Mr.,feature_request,in_progress,medium,2026-05-17 22:55:25,,
1564,420,First mother every after customer a.,onboarding,resolved,medium,2026-05-17 22:59:11,2026-05-19 04:59:11,5.0
1565,443,Question purpose data.,technical,resolved,low,2026-05-17 23:02:13,2026-05-22 01:02:13,3.0
1566,245,If hand report also line.,technical,resolved,medium,2026-05-17 22:56:37,2026-05-20 16:56:37,5.0
1567,452,Could hospital field long charge stage sit.,feature_request,resolved,high,2026-05-17 22:44:38,2026-05-18 19:44:38,4.0
1568,192,Gun run sign statement political material draw.,feature_request,resolved,high,2026-05-17 22:58:04,2026-05-18 11:58:04,1.0
1569,463,Reality good feeling list article four sometimes show.,feature_request,closed,high,2026-05-17 22:50:45,2026-05-18 14:50:45,4.0
1570,286,Election no health think.,feature_request,resolved,medium,2026-05-17 22:58:06,2026-05-18 10:58:06,5.0
1571,235,Watch develop model style few detail.,technical,in_progress,low,2026-05-17 22:40:39,,
1572,232,Per could skill resource carry strong.,feature_request,in_progress,high,2026-05-17 22:44:20,,
1573,246,Against discuss give small really another election.,onboarding,resolved,high,2026-05-17 22:56:10,2026-05-18 04:56:10,4.0
1574,396,Against law lay news onto.,billing,resolved,low,2026-05-17 22:47:53,2026-05-20 10:47:53,5.0
1575,350,Hear eye business during staff including very.,technical,closed,medium,2026-05-17 22:41:07,2026-05-20 13:41:07,3.0
1576,350,Physical two recognize second.,onboarding,closed,high,2026-05-17 23:01:35,2026-05-18 04:01:35,3.0
1577,15,Listen state agreement home brother.,feature_request,open,medium,2026-05-17 22:53:06,,
1578,18,Own draw approach best type.,onboarding,in_progress,high,2026-05-17 23:00:01,,
1579,77,Involve pretty though growth reveal.,feature_request,resolved,medium,2026-05-17 22:58:17,2026-05-19 23:58:17,4.0
1580,285,Put order and indeed throughout type less rest.,billing,resolved,medium,2026-05-17 22:50:07,2026-05-18 17:50:07,5.0
1581,201,Capital visit safe structure light according protect.,billing,open,high,2026-05-17 22:52:21,,
1582,201,Me attack contain trip blood far local.,billing,resolved,critical,2026-05-17 22:49:58,2026-05-18 01:49:58,1.0
1583,1,Main consumer each case professor.,feature_request,in_progress,critical,2026-05-17 22:42:50,,
1584,235,Discover treat up ok even.,feature_request,closed,high,2026-05-17 22:43:10,2026-05-18 03:43:10,1.0
1585,249,Beautiful head fear at debate arm him history.,billing,resolved,critical,2026-05-17 22:48:42,2026-05-17 23:48:42,5.0
1586,397,High money laugh billion crime open.,feature_request,resolved,medium,2026-05-17 22:59:57,2026-05-19 05:59:57,4.0
1587,405,Family rich street live.,feature_request,resolved,medium,2026-05-17 23:01:58,2026-05-19 03:01:58,5.0
1588,333,Table minute clearly commercial your begin.,feature_request,closed,medium,2026-05-17 22:48:10,2026-05-20 10:48:10,4.0
1589,431,Those contain ahead night able spring.,billing,resolved,medium,2026-05-17 22:43:32,2026-05-19 04:43:32,3.0
1590,134,Although mention technology change contain production.,technical,open,low,2026-05-17 22:42:54,,
1591,99,Despite risk how race.,onboarding,resolved,low,2026-05-17 22:58:21,2026-05-23 03:58:21,4.0
1592,161,Reason might option.,feature_request,closed,high,2026-05-17 22:49:26,2026-05-18 08:49:26,1.0
1593,40,Study size work certainly near look seem middle.,onboarding,closed,high,2026-05-17 22:52:26,2026-05-18 10:52:26,1.0
1594,97,Poor family especially true most.,feature_request,resolved,medium,2026-05-17 22:48:06,2026-05-19 11:48:06,4.0
1595,351,Fact international throughout scene only.,feature_request,in_progress,high,2026-05-17 22:42:38,,
1596,423,Past civil unit.,billing,resolved,medium,2026-05-17 22:55:31,2026-05-20 04:55:31,5.0
1597,490,Rate billion thus fill probably heart.,technical,in_progress,medium,2026-05-17 22:53:39,,
1598,127,Be war look government similar measure certain traditional.,billing,resolved,medium,2026-05-17 22:51:00,2026-05-19 06:51:00,5.0
1599,272,Responsibility security also where federal air including.,technical,resolved,low,2026-05-17 22:50:51,2026-05-20 00:50:51,4.0
1600,347,Item effort near whose item bank hope away.,onboarding,open,low,2026-05-17 22:55:35,,
1601,42,Two rather under.,billing,resolved,high,2026-05-17 22:54:58,2026-05-18 10:54:58,5.0
1602,302,Cause parent toward hope check run about.,feature_request,open,low,2026-05-17 22:41:57,,
1603,404,Never assume land station next.,billing,resolved,medium,2026-05-17 23:00:48,2026-05-20 00:00:48,1.0
1604,415,Response create commercial phone.,billing,resolved,high,2026-05-17 23:02:58,2026-05-18 06:02:58,1.0
1605,188,Common cultural modern war cultural size.,feature_request,resolved,low,2026-05-17 22:54:19,2026-05-20 18:54:19,3.0
1606,25,Good actually fish close street about offer.,billing,resolved,critical,2026-05-17 22:41:24,2026-05-18 06:41:24,4.0
1607,347,Reveal out center goal.,feature_request,closed,low,2026-05-17 23:01:03,2026-05-21 17:01:03,4.0
1608,334,Chair article case over.,onboarding,resolved,low,2026-05-17 22:50:30,2026-05-21 15:50:30,5.0
1609,217,Success memory rest expect.,billing,closed,critical,2026-05-17 22:39:25,2026-05-17 23:39:25,2.0
